origin,relationship_id,join_method,semantic_group_position,semantic_group_size,relationship_type,input_validation_status,domain,match_classification,match_reason,candidate_count,cube_name,dimension_name,hierarchy_name,attribute_name,subset_name,view_name,target_name,candidate_node_ids
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.hierarchy area,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Hierarchy Area,,,Cost Center.Hierarchy Area,attribute::Cost Center::Cost Center::Hierarchy Area
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.lock indicator,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Lock Indicator,,,Cost Center.Lock Indicator,attribute::Cost Center::Cost Center::Lock Indicator
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.name,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Name,,,Cost Center.Name,attribute::Cost Center::Cost Center::Name
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.name 1,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Name 1,,,Cost Center.Name 1,attribute::Cost Center::Cost Center::Name 1
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.name 2,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Name 2,,,Cost Center.Name 2,attribute::Cost Center::Cost Center::Name 2
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.person responsible,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Person Responsible,,,Cost Center.Person Responsible,attribute::Cost Center::Cost Center::Person Responsible
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.po box,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,PO Box,,,Cost Center.PO Box,attribute::Cost Center::Cost Center::PO Box
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.po box pcd,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,PO Box pcd,,,Cost Center.PO Box pcd,attribute::Cost Center::Cost Center::PO Box pcd
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.postalcode,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,PostalCode,,,Cost Center.PostalCode,attribute::Cost Center::Cost Center::PostalCode
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.profit ctr,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Profit Ctr,,,Cost Center.Profit Ctr,attribute::Cost Center::Cost Center::Profit Ctr
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.rg,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Rg,,,Cost Center.Rg,attribute::Cost Center::Cost Center::Rg
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.street,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Street,,,Cost Center.Street,attribute::Cost Center::Cost Center::Street
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.tax jurisdiction,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Tax Jurisdiction,,,Cost Center.Tax Jurisdiction,attribute::Cost Center::Cost Center::Tax Jurisdiction
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.valid from,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Valid From,,,Cost Center.Valid From,attribute::Cost Center::Cost Center::Valid From
TI,semantic::ti::dimupdate - cost center::CREATES_ATTRIBUTE::attribute::cost center.valid to,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Cost Center,,Valid To,,,Cost Center.Valid To,attribute::Cost Center::Cost Center::Valid To
TI,semantic::ti::dimupdate - customer - hierarchy::CREATES_ATTRIBUTE::attribute::customer.parent account,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Customer,,Parent Account,,,Customer.Parent Account,attribute::Customer::Customer::Parent Account
TI,semantic::ti::dimupdate - functional area::CREATES_ATTRIBUTE::attribute::functional area.caption,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Functional Area,,CAPTION,,,Functional Area.CAPTION,attribute::Functional Area::Functional Area::CAPTION
TI,semantic::ti::dimupdate - functional area::CREATES_ATTRIBUTE::attribute::functional area.description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Functional Area,,Description,,,Functional Area.Description,attribute::Functional Area::Functional Area::Description
TI,semantic::ti::dimupdate - functional area::CREATES_ATTRIBUTE::attribute::functional area.functional area,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Functional Area,,Functional Area,,,Functional Area.Functional Area,attribute::Functional Area::Functional Area::Functional Area
TI,semantic::ti::dimupdate - gl_account::CREATES_ATTRIBUTE::attribute::gl_account.acgp,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,GL_Account,,AcGp,,,GL_Account.AcGp,attribute::GL_Account::GL_Account::AcGp
TI,semantic::ti::dimupdate - gl_account::CREATES_ATTRIBUTE::attribute::gl_account.caption,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,GL_Account,,CAPTION,,,GL_Account.CAPTION,attribute::GL_Account::GL_Account::CAPTION
TI,semantic::ti::dimupdate - gl_account::CREATES_ATTRIBUTE::attribute::gl_account.gl account name,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,GL_Account,,GL Account Name,,,GL_Account.GL Account Name,attribute::GL_Account::GL_Account::GL Account Name
TI,semantic::ti::dimupdate - gl_account::CREATES_ATTRIBUTE::attribute::gl_account.gl account type,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,GL_Account,,GL Account Type,,,GL_Account.GL Account Type,attribute::GL_Account::GL_Account::GL Account Type
TI,semantic::ti::dimupdate - gl_account::CREATES_ATTRIBUTE::attribute::gl_account.group acct,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,GL_Account,,Group Acct,,,GL_Account.Group Acct,attribute::GL_Account::GL_Account::Group Acct
TI,semantic::ti::dimupdate - gl_account::CREATES_ATTRIBUTE::attribute::gl_account.short text,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,GL_Account,,Short Text,,,GL_Account.Short Text,attribute::GL_Account::GL_Account::Short Text
TI,semantic::ti::dimupdate - gl_account::CREATES_ATTRIBUTE::attribute::gl_account.trprt,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,GL_Account,,TrPrt,,,GL_Account.TrPrt,attribute::GL_Account::GL_Account::TrPrt
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.caption,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,CAPTION,,,Glenn Springs Order.CAPTION,attribute::Glenn Springs Order::Glenn Springs Order::CAPTION
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.change date,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Change Date,,,Glenn Springs Order.Change Date,attribute::Glenn Springs Order::Glenn Springs Order::Change Date
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.cocd,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,CoCd,,,Glenn Springs Order.CoCd,attribute::Glenn Springs Order::Glenn Springs Order::CoCd
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.company description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Company Description,,,Glenn Springs Order.Company Description,attribute::Glenn Springs Order::Glenn Springs Order::Company Description
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.cost collector key,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Cost Collector Key,,,Glenn Springs Order.Cost Collector Key,attribute::Glenn Springs Order::Glenn Springs Order::Cost Collector Key
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.crcy,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Crcy,,,Glenn Springs Order.Crcy,attribute::Glenn Springs Order::Glenn Springs Order::Crcy
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.created on,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Created On,,,Glenn Springs Order.Created On,attribute::Glenn Springs Order::Glenn Springs Order::Created On
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Description,,,Glenn Springs Order.Description,attribute::Glenn Springs Order::Glenn Springs Order::Description
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.legacy,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Legacy,,,Glenn Springs Order.Legacy,attribute::Glenn Springs Order::Glenn Springs Order::Legacy
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.object number,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Object Number,,,Glenn Springs Order.Object Number,attribute::Glenn Springs Order::Glenn Springs Order::Object Number
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.order,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Order,,,Glenn Springs Order.Order,attribute::Glenn Springs Order::Glenn Springs Order::Order
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.order adj,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Order Adj,,,Glenn Springs Order.Order Adj,attribute::Glenn Springs Order::Glenn Springs Order::Order Adj
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.plant,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Plant,,,Glenn Springs Order.Plant,attribute::Glenn Springs Order::Glenn Springs Order::Plant
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.profit ctr,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Profit Ctr,,,Glenn Springs Order.Profit Ctr,attribute::Glenn Springs Order::Glenn Springs Order::Profit Ctr
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.type,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,Type,,,Glenn Springs Order.Type,attribute::Glenn Springs Order::Glenn Springs Order::Type
TI,semantic::ti::dimupdate - glenn springs order::CREATES_ATTRIBUTE::attribute::glenn springs order.wbs element,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Glenn Springs Order,,WBS Element,,,Glenn Springs Order.WBS Element,attribute::Glenn Springs Order::Glenn Springs Order::WBS Element
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.bklas,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,BKLAS,,,KALNR.BKLAS,attribute::KALNR::KALNR::BKLAS
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.bwtar,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,BWTAR,,,KALNR.BWTAR,attribute::KALNR::KALNR::BWTAR
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.material,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,Material,,,KALNR.Material,attribute::KALNR::KALNR::Material
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.meins,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,MEINS,,,KALNR.MEINS,attribute::KALNR::KALNR::MEINS
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.mtart,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,MTART,,,KALNR.MTART,attribute::KALNR::KALNR::MTART
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.plant,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,Plant,,,KALNR.Plant,attribute::KALNR::KALNR::Plant
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.profit center,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,Profit Center,,,KALNR.Profit Center,attribute::KALNR::KALNR::Profit Center
TI,semantic::ti::dimupdate - kalnr::CREATES_ATTRIBUTE::attribute::kalnr.vprsv,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,KALNR,,VPRSV,,,KALNR.VPRSV,attribute::KALNR::KALNR::VPRSV
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.bun,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,BUn,,,Material.BUn,attribute::Material::Material::BUn
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.caption,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,CAPTION,,,Material.CAPTION,attribute::Material::Material::CAPTION
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Description,,,Material.Description,attribute::Material::Material::Description
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.description (spanish),SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Description (Spanish),,,Material.Description (Spanish),attribute::Material::Material::Description (Spanish)
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.material,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Material,,,Material.Material,attribute::Material::Material::Material
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.matl group,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Matl Group,,,Material.Matl Group,attribute::Material::Material::Matl Group
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.old material,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Old Material,,,Material.Old Material,attribute::Material::Material::Old Material
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy,,,Material.Product Hierarchy,attribute::Material::Material::Product Hierarchy
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 1,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 1,,,Material.Product Hierarchy Level 1,attribute::Material::Material::Product Hierarchy Level 1
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 1 description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 1 Description,,,Material.Product Hierarchy Level 1 Description,attribute::Material::Material::Product Hierarchy Level 1 Description
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 2,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 2,,,Material.Product Hierarchy Level 2,attribute::Material::Material::Product Hierarchy Level 2
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 2 description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 2 Description,,,Material.Product Hierarchy Level 2 Description,attribute::Material::Material::Product Hierarchy Level 2 Description
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 3,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 3,,,Material.Product Hierarchy Level 3,attribute::Material::Material::Product Hierarchy Level 3
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 3 description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 3 Description,,,Material.Product Hierarchy Level 3 Description,attribute::Material::Material::Product Hierarchy Level 3 Description
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 4,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 4,,,Material.Product Hierarchy Level 4,attribute::Material::Material::Product Hierarchy Level 4
TI,semantic::ti::dimupdate - material::CREATES_ATTRIBUTE::attribute::material.product hierarchy level 4 description,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Material,,Product Hierarchy Level 4 Description,,,Material.Product Hierarchy Level 4 Description,attribute::Material::Material::Product Hierarchy Level 4 Description
TI,semantic::ti::dimupdate - order::CREATES_ATTRIBUTE::attribute::order.caption,SEMANTIC_KEY,1,1,CREATES_ATTRIBUTE,ATTRIBUTE_CATALOG_DEFERRED,ATTRIBUTE,EXISTING_CREATE_TARGET,Dimension and target name were supplied without hierarchy; create target already exists,1,,Order,,CAPTION,,,Order.CAPTION,attribute::Order::Order::CAPTION
